100aC;100aS;100eC;100eS;100dC;100dS;120C;120S;130C;130S;150aC;150aS;150bC;150bS;150cC;150cS;200aC;200aS;200bC;200bS;202C;202S;535aC;535aS;1000C;1000S;1323C;1323S;1400C;1400S;1748C;1748S;1889C;1889S;2392C;2392S;3038C;3038S;3795C;3795S;5934C;5934S;7397C;7397S
23653;23647;22577;22975;22212;22138;16498;16908;62751;65319;67554;66621;27308;27480;26829;27189;30374;30451;30467;30529;42679;44647;223779;235587;20619235,11;19449987,31;281384,0497;287146,0188;33040,65248;31103,50119;35517;36086;346298,3418;342039,088;399081,3065;403749,7797;145897,5923;151625,9788;54983;49055;61219;61389;40828;29285
21382;23016;22069;22365;21828;21481;17523;17225;64138;65627;66622;67531;28038;26967;27651;27599;31123;30759;30365;30144;44016;43010;220338;227222;20487798,51;20183697,28;283099,9345;287490,7922;31788,75532;35103,89007;36189;35757;340045,992;338428,6434;401976,2572;413741,4357;144542,9223;151676,471;55161;59137;63570;62851;40429;29149
22912;21462;22621;22504;21920;22343;17621;16912;62908;63698;68265;67408;27529;28755;26958;27336;30410;30116;30269;31068;41292;45284;230021;222813;19624126,9;19629005,33;284269,9635;291861,4246;34545,13401;33098,15775;36928;35794;347164,797;336403,6785;400936,4095;429618,754;145827,0593;148161,0637;49515;54402;62911;60551;44130;28987
21703;22069;22657;22423;22022;21618;16452;17548;63009;63434;67821;66618;27474;27908;26805;27611;30450;30350;30538;31129;44496;45155;220974;233420;20343874,23;20084265,77;284553,7971;289633,2125;29194,98513;27210,77048;35668;35952;341682,3518;341470,1457;401286,784;410663,9823;146338,641;146507,1865;53538;52936;62115;60817;40403;29384
22840;21438;22377;22468;22366;21450;16603;17026;63568;63384;67596;67237;27327;27219;26927;26822;30500;30221;31176;30395;43969;42462;241368;232156;20405403,02;19565100,01;282626,0327;285485,3233;33170,71496;30910,24015;36078;35478;344071,1864;339523,2983;400891,3229;418615,5419;146139,2149;149309,7665;55379;54773;62279;61816;41414;29793
21470;22026;22999;22997;21486;22140;16599;16918;63832;63713;67834;69480;26746;27552;26683;26600;29903;30282;30892;31519;40939;41611;213895;228805;20724199,45;19669789,46;283759,9347;289645,131;29427,83725;23720,766;35583;35385;343172,7228;343163,9908;401442,2341;411373,5583;145166,5662;152382,2125;54419;53524;63380;61277;40636;29435
21821;21820;22726;22436;21959;21391;16741;16391;62343;63812;67164;67952;27102;27979;26644;26869;30823;30840;31321;30920;41264;44442;222536;219365;20216619,3;20185604,23;285215,6399;291878,2438;33590,33535;27915,79188;36628;35187;341454,3401;342326,8281;402684,8954;422037,9607;145315,8493;149621,2412;53808;55484;62316;61501;41077;30674
22085;22441;22685;23290;22331;22408;16558;16892;62201;62899;69212;66965;27510;26994;27391;27015;30250;29623;30792;30683;41086;45418;217322;225952;19996169,77;19828311,44;288444,4805;284275,8281;30682,6219;27496,57768;36140;36153;348287,9972;339814,0715;398380,299;432908,837;145821,1316;148158,5792;53510;58172;61782;61098;39245;28623
22013;22409;24156;22581;22084;22606;16633;16657;62569;63507;67179;68989;27486;28304;26899;27082;29781;30192;30964;30563;42008;41921;224115;226473;20110575,68;19983288,5;288636,5288;288933,3531;31455,48749;26412,8584;36494;35469;346337,3465;343527,4566;398465,839;405843,4209;145876,6718;149478,3509;54284;55121;62981;61724;40765;27007
21382;22883;22429;22846;21894;22273;17092;17252;62396;64465;66309;67677;27637;27666;27307;26826;30656;30349;30490;30360;40976;41761;230588;222221;19914954,61;20839989,34;289329,9064;294591,3789;31372,61271;27936,1778;35661;35634;346708,4701;345900,6725;398758,8202;415308,6158;145704,9161;149038,5454;60721;53590;63037;60550;45704;29561
21509;21869;22829;22593;22417;21705;16628;16558;63383;62935;67907;67440;28091;27528;26222;26985;30451;30456;30931;30824;42013;44819;224426;238503;19892527,11;20448855,33;287962,7381;288186,2867;33664,61962;31355,48266;35144;35904;337233,5617;344650,8746;403221,8315;422308,4519;146667,3516;146725,2492;52005;52477;63775;59008;41145;27504
22922;23040;22697;23792;22003;22032;17142;16896;63010;62335;67993;66291;27126;26945;26619;26870;30222;30483;29759;30630;42007;41857;221545;222543;20409847,16;20006347,31;287939,7593;286405,492;37261,75757;30740,82351;36190;35796;340687,5203;346559,6546;398763,5258;436193,31;146133,2339;148858,9316;53523;55172;62390;61067;43453;29836
23102;21976;22957;23778;21799;22724;16614;16955;62358;63891;67517;69157;27504;27272;27698;26468;30887;30770;31306;29857;42275;42965;227956;214182;20063263,71;20885550,82;287597,3429;284997,594;34803,64631;27648,21888;36200;35544;347068,0667;345169,9326;398888,1081;415076,6725;145123,057;149974,7493;54226;54003;60238;60900;44937;28578
23052;22069;22115;22481;21767;21731;16636;16940;63706;62953;66633;70454;27451;28319;27067;26685;30297;30477;29992;30927;41334;45098;226057;228463;20576419,76;19766813,97;291520,4944;287389,9412;30622,89155;27550,10259;35728;35906;338148,7838;340887,0028;400745,9298;435162,4792;144654,3203;147754,6731;55549;57488;60943;64446;42254;28503
23153;22681;22759;24108;21866;21755;16838;16774;62774;63798;66840;67066;27342;27237;27232;27435;30425;30288;30974;30963;44025;46052;224659;224249;19972556,02;19975356,31;285844,2112;283946,8656;34338,84142;32301,44761;35422;36273;352524,4186;343854,0498;403849,9357;418934,5595;146186,1891;146372,1565;51836;55146;61154;61227;44661;30114
21833;21708;22296;22657;21784;22316;16812;16846;63758;62766;67050;65309;28317;27322;27027;26793;30633;30971;30257;30651;41207;42375;234021;228874;20660524,52;19688260,35;286647,9747;294672,6451;27349,73627;31316,15639;35826;35396;341124,2985;351833,2358;401507,4704;420901,1721;145601,1789;149728,7777;57877;49236;61287;60471;42007;29317
21808;22402;22839;22962;21730;21656;16380;16859;62251;63927;67995;67811;27312;28076;27118;27537;30872;30823;30506;31372;42648;43462;242254;227569;19982056,06;20595468,02;286790,3552;286841,0607;29542,2598;31827,71429;35293;36203;337903,164;343907,5793;397686,3969;417954,6978;146898,4408;146173,0781;56096;57101;62726;61176;39224;28010
21650;21522;23923;22329;21646;21941;16857;17036;64779;63143;67041;66138;27307;28378;27275;26671;30843;31211;30280;31240;41114;42763;238205;218320;20369822,85;19581582,38;283418,7895;293829,9337;29155,23825;32686,3759;36256;35191;348953,1776;341992,1626;400870,5609;429899,7362;144709,1649;151854,11;54546;54591;63068;61552;40382;29393
21391;21381;23278;22522;22183;22187;16955;17343;62887;63882;68037;67801;28264;27235;27395;27262;30620;29920;30758;31431;42198;42212;223388;234185;20200693,93;20525206,92;292829,858;284884,4437;34181,61507;28809,62257;35653;35106;354819,3146;337433,4004;398680,7291;443793,2407;144768,2031;146838,1259;50339;59079;60945;61567;42317;28407
22324;21708;22235;22731;21595;22479;16633;16906;64533;62791;68384;66711;27987;27592;26498;27543;29730;30060;30897;30237;43065;43328;219655;217542;20494402,13;19803052,38;286955,392;289647,7095;35599,54147;25683,03932;36373;35658;350288,5773;345067,2998;403566,3687;419566,3982;146347,9428;148775,7328;56119;61477;63811;61991;45345;29312
21571;21559;22992;23619;21792;21774;16739;17295;62563;63238;66761;68798;27680;28611;27532;27249;30162;31381;30971;30491;42001;43759;231025;219939;20111493,2;19652784,94;283932,8318;287323,8838;33270,29795;27095,09123;37551;35336;342670,183;339222,697;404469,5472;429396,1916;145799,2459;146503,2863;60811;57134;62621;61221;41055;29232
21748;21965;22841;22542;22099;22903;17020;16764;62346;62169;66178;66378;27583;27403;27446;27121;29918;30860;30941;30769;41685;43054;223278;224078;19578451,21;20056302,23;288368,3156;286753,6479;29978,01024;28917,53055;36633;35802;335771,6516;340521,993;402334,311;423256,7974;145773,7751;146208,0503;55083;56726;61378;62017;42334;26920
22118;21820;22786;22682;22493;21801;17056;16884;62709;62216;66959;68900;27667;27689;26547;26691;30631;30852;30495;30419;42900;42356;224786;229592;20147778,23;21107157,97;290784,5492;287251,0184;31146,49551;29372,94886;36698;35483;338647,2314;342725,6916;405024,9738;423509,8776;145401,7831;148630,1001;57569;47257;61666;61909;38752;30342
22058;21381;22333;22171;22018;21826;16797;16686;62954;63041;69581;65873;28018;28273;27325;27407;30270;30721;30956;30648;45047;41745;228263;230148;19494961,75;20844912,2;280842,8713;288834,2005;31355,06741;31234,67508;36101;35279;347440,5542;338825,5202;401928,0725;405244,317;145359,6024;148550,1268;52012;52408;63313;62778;42823;29366
22083;22100;23134;23349;22495;22187;16823;17016;62221;62274;66193;68703;27938;27905;27116;26536;29652;30109;30891;30249;44058;41918;228516;235867;20414944,3;20149709,4;295775,5749;292637,0513;31513,88002;30971,90528;36433;35338;338889,4436;347036,0027;403155,1639;414585,2223;145917,8294;146711,4955;56454;56642;61117;60756;43678;28966
22967;21381;22593;23494;22042;22171;16502;17019;62477;62635;67305;66976;27612;27262;28114;27300;30961;30162;31100;30954;43294;41550;225348;225348;19500016,53;19900092,51;287901,4364;288737,4733;29062,89468;30590,48301;35900;35810;344352,9552;345331,0358;402739,1367;410080,8688;146213,1423;146493,7366;51730;52206;60947;60204;42255;27788
22099;21777;22805;22251;21758;22835;17079;16742;62857;61745;68437;70728;27896;27509;26926;27515;30620;31146;29863;30647;41305;43738;223730;228020;20039075,69;20282938,39;288250,5525;288522,486;31455,54974;33027,84001;37219;35423;344813,8919;340405,1106;399366,7554;419674,1716;146273,9939;146763,1626;51417;54627;60820;61686;43917;28656
22244;23166;22606;22324;22470;21391;16852;17888;63048;64082;67746;69545;27031;27760;26328;26814;30421;30661;30810;31080;42017;41470;227456;222914;19701686,21;19880643,92;288265,4348;284400,1797;33025,3439;28161,03838;35701;35382;342515,4784;337727,4313;398185,2437;422653,1634;145050,9303;147137,6196;57686;52340;63241;62921;34999;28674
22314;21917;22615;22886;22104;21876;17711;16678;62497;64307;67863;67621;27943;28541;27140;27490;30305;30699;30126;30716;41532;45010;252517;242177;19626751,22;20742817,24;288377,9712;290684,1395;31206,8642;27221,79298;37306;35159;343750,6394;337427,9669;396252,5165;429864,7616;145720,1532;146974,8674;56720;56216;60855;60198;44684;29650
21732;21820;22710;22928;22219;22820;17386;17273;65524;64009;67847;67110;26836;27507;27005;27559;31057;30810;30459;30673;41273;46552;226438;221170;20198297,39;19613022,95;281445,3568;284421,4713;35959,85892;33177,72957;35579;35565;344761,4819;339310,2082;400582,1739;417613,3972;145369,8545;148936,4374;52509;48356;62088;61346;38471;28886
21366;22931;22559;22171;21579;22450;16691;16520;61946;64808;66166;67384;28168;27610;26364;26870;31330;31420;30684;30774;42624;41244;218733;222658;19616048,2;20859218,88;281765,0432;290687,6255;28764,607;30822,62487;35583;35902;340362,7933;345974,7499;404343,4699;417962,512;145750,0437;150888,2281;51296;63069;61919;60619;41041;29178
21598;21483;22861;22296;21755;22101;18920;17461;63439;65635;67623;66242;28080;27445;27549;27628;30921;31569;30511;30421;41085;44935;219824;224097;20191512,68;20476324,73;285205,4209;291125,7789;31182,08854;36101,18263;35210;35370;345435,7041;345039,0494;403101,3361;425672,4107;145083,2363;147251,536;52489;54729;63028;61172;39003;29381
22517;22531;22810;22462;22476;23065;17030;16953;61740;62645;68900;68244;27076;28097;26432;26403;30407;30749;31358;30456;41168;42105;232987;221966;19632576,67;20382660,18;287851,8136;287628,1955;26331,43184;31595,02003;35721;36363;342245,037;339771,7871;399097,7492;429480,1439;145652,7321;150163,2517;53577;48381;64497;61438;43692;26182
21424;21893;23043;23012;22654;22441;16681;17947;63266;65220;67367;67119;29055;28073;26975;26726;30292;31199;30412;30625;41997;42656;231515;238040;20016103,76;20437011,5;286998,463;287369,5117;37066,1643;35318,69239;37090;35993;334409,6239;343982,7377;401779,1934;408242,3015;146181,921;148134,3708;58171;54291;63225;60893;43589;26791
22301;21383;23490;22588;22050;22353;16782;17314;63626;64424;66369;67982;27159;27280;28190;27465;30196;29784;32347;31660;41693;44727;220540;227168;20390784,33;19921798,99;290855,0641;286716,2411;33930,01622;24636,36236;36408;35858;344526,3238;338567,1256;403304,4639;410388,6376;145425,2829;146705,2535;51852;51840;62629;61078;42338;28915
21453;21333;22494;22438;22525;22051;16875;17193;62634;62711;68788;67443;27056;28695;26422;26465;30052;30209;31210;30629;43141;43954;223160;229718;19847716,41;19767516,14;290645,9233;293503,2075;31550,84827;30376,1877;36447;35719;339297,6452;336818,2193;400077,3179;421298,9998;145159,8902;149986,076;51033;55921;61228;61132;39250;28180
23027;22971;22688;22521;21791;21523;16466;17074;63066;62134;67658;68755;28025;27284;27133;26420;29861;31234;30504;30603;42798;46135;238707;227060;20157951,1;20851541,91;292287,6247;287267,2908;26639,18566;31557,54722;36099;35516;344783,1935;341614,3791;399479,2484;421371,4688;146051,7025;153176,8486;54833;54842;62851;60048;41885;30516
23054;22444;22962;22368;22693;22151;16473;16707;62671;64129;68266;67905;28115;28208;26950;26467;30658;30297;30118;30461;43886;44384;226519;227848;19641451,47;19522515,57;289305,5159;287566,5235;36520,09166;27829,95272;35631;35409;342033,0018;339827,3702;398674,9263;436177,1093;145613,9219;146298,9683;53082;51989;61164;60546;41236;28646
22105;22421;22157;23080;21779;21981;16539;17407;64147;62392;66350;68191;27783;27047;27072;27277;31878;30913;30495;30874;41314;41618;221442;228301;19586861,41;20857098,22;282902,134;292392,0851;33933,94737;29538,20962;36130;35557;339494,7522;346869,629;401979,428;413301,7964;146478,1266;147421,8447;52546;53383;61612;62668;42645;30203
22051;21673;22212;22079;22710;21362;16698;16610;65168;62798;68925;67105;28100;27427;27535;26712;30219;30124;30746;30638;41916;42910;221944;225281;19569303,86;19580444,37;283734,0799;282365,7734;27852,43667;29417,0377;36688;36086;342064,7953;339039,9116;397814,0382;417483,2412;146940,7998;146203,9291;54877;58025;61960;61997;41799;29513
22055;21885;22708;23027;21411;22362;16538;16668;63013;62743;68387;66715;27711;27866;26576;26304;29699;30181;30475;30829;42295;42528;223212;233169;20503913,84;19981834,67;285467,4847;284547,9931;29434,37169;28628,43325;36693;35527;337942,1088;340722,8223;403059,6229;419539,5064;145604,7655;150240,575;50836;50720;62867;61637;41748;28155
23216;21453;22535;22137;22319;22117;16785;16657;62045;63948;66615;66752;27131;27293;27001;27096;29845;31027;31001;30741;42276;43597;230129;226109;20030548,5;20538899,96;286807,6905;289048,3;30391,26052;27517,80427;36030;35093;343402,0017;338748,8906;401992,104;425139,284;146029,9111;149981,0404;51647;47801;62582;62547;40111;29066
21896;22056;22514;23545;22346;22914;16470;16760;62953;63480;68849;67824;27955;27039;26261;26916;30183;30121;30286;29981;42033;44491;239957;236429;19731786,91;20961428,06;289672,7406;291292,5318;30013,44788;28559,83704;36017;35685;345018,7582;343098,8712;405827,5321;423471,3098;145000,0193;148357,9444;53016;50053;62622;61976;39560;29990
21570;21984;22419;22419;22428;21697;17053;17274;64018;62465;67716;67858;27897;27816;26433;26848;31074;29960;30892;31132;42207;43128;232304;226333;19515205,12;20962894,02;287446,5974;291090,0958;32104,25414;26855,4338;37106;35842;342709,1484;340545,9863;399743,7199;417502,6827;147237,2827;149804,2583;52646;49237;61431;60556;40773;28124
22246;22376;22760;22412;22211;22086;18146;16871;62109;62726;67079;66392;27372;27203;27495;26956;29900;30419;30887;30905;42041;43325;246091;237982;19737847,61;20098883,16;293216,4884;287160,0136;34687,625;31719,38882;35760;35316;338341,7032;336923,484;404441,8311;417815,5243;145092,1947;148393,2751;53961;54429;62070;61519;41129;27501
21685;22712;22313;23901;22334;21522;16704;16628;63439;62513;67377;67218;27713;28138;27002;26719;30338;31149;31458;31053;42590;42779;218915;222324;19611697,07;20057531,62;291215,9757;287832,5023;32590,80623;31159,12479;36253;35513;347345,2512;346441,5679;405109,7843;427495,3421;145540,7503;147634,5971;56771;56456;62932;61544;44286;28911
22794;21285;23267;22295;21580;21925;17006;16901;64850;62421;67190;66435;27698;28708;27602;27371;30062;30215;30718;30474;41062;42411;234374;241618;19788619,73;20146933,69;291696,17;286881,0011;36690,11346;28451,25164;38943;36461;340615,2396;336841,4081;399015,329;416542,7191;145338,4214;146054,4569;58355;50767;61859;60448;40570;29074
22423;22408;22556;22471;21916;22252;17048;16566;62371;62863;67732;65715;28237;27818;27220;26734;30777;30568;30254;30804;41400;42949;238771;229140;20360013,5;20175717,77;282238,7313;291574,3043;30492,34542;31028,26151;35729;35685;344452,6709;333823,0432;405350,61;418702,6356;146792,3505;146889,4628;57714;57667;61087;62909;40904;27815
21382;22322;22760;22510;22206;21615;16659;16631;62367;63226;67099;68827;27018;27412;26339;26856;30181;30100;30949;30456;42274;41862;227668;226496;19810340,94;19747586,36;290479,5168;288594,7295;34684,52046;24714,94529;36537;36593;350162,6139;338265,3997;400360,7551;436819,8847;145341,2891;151837,7383;54035;57684;61349;60572;42564;27500
22701;22108;23188;22341;22066;21449;16767;16776;61433;63474;66134;68236;27450;27135;27169;27256;30730;30060;30197;31877;43283;42292;221386;229695;20425921,16;20325930,35;285620,9557;290418,1851;31551,32189;31103,72864;35968;35437;342178,0799;348169,4699;400872,3101;412175,5921;145515,1041;154368,182;55829;52931;61310;61098;43435;28745
22060;22181;22950;23726;21718;21825;16852;16705;63407;63066;66394;67128;27888;28149;26639;26812;30201;30237;30719;30745;42168;43351;220538;229080;19875735,64;19536777,82;297868,3429;286202,8186;29853,19308;25413,93078;36894;35049;343081,6381;344235,6673;401408,2021;405044,5896;145144,4481;148928,9317;58583;58647;61371;60341;41913;28526
22335;21906;22833;23115;22205;22594;16427;16965;65274;63891;67656;68974;27680;27650;27214;26608;30380;30158;31169;30928;41432;46563;222935;218903;20089494,67;19503870,06;287683,6169;289364,0002;35563,53694;27581,78327;35320;35209;336996,9058;340634,4297;408312,59;433347,5809;146426,23;148935,8178;53134;51172;61910;61027;40122;30783
22489;21500;22770;22797;22180;21547;16548;16639;63761;62440;69300;66827;27423;27937;26519;27225;30466;30641;30668;30452;41691;42444;227979;236963;19523536,95;20483595,69;286879,7122;283917,1985;35588,61238;25753,37501;36501;35259;340766,9314;337130,9797;403389,0271;446991,4683;146265,2149;148500,8986;51975;50881;61430;59476;43414;29988
22372;21856;22360;22163;23000;22488;16581;17826;63215;65454;67398;67345;27910;27241;26924;26452;30706;31253;31296;30436;42458;43144;249506;234119;19977399,04;20562511,83;290260,6761;292100,3762;27808,31366;25959,44904;36154;35455;346167,5639;334962,4041;399293,8101;423179,3869;145697,4922;150743,24;56104;55114;60798;61667;40849;29008
21610;23019;22585;22937;21959;22385;16715;16844;64445;63296;65555;68366;28073;27217;26705;26593;30353;30095;30365;30299;42873;42403;216789;224907;19371995,58;20295307,72;285138,9349;292483,8418;34230,08567;28923,6909;36186;36183;349104,4948;338929,2597;405819,5096;440638,798;145712,5693;152929,0621;54738;48970;61476;60344;41586;29743
22183;21746;22602;22988;21391;22131;17033;17004;65697;63892;68078;66105;27343;28095;26244;27372;30444;30998;30725;30200;42412;42714;226204;229694;20107654,18;20163293;283194,1861;294115,7726;31982,71123;31907,82538;36035;35653;341918,641;343693,1856;405487,6701;419272,858;145992,501;147217,2914;58103;55644;60682;59529;40280;30295
22129;21665;22573;22614;21955;21874;16919;17112;63931;63055;67596;66638;27192;27215;27099;26664;30491;30979;30883;30979;41525;48086;227140;227615;19481716,85;20562171,78;290983,7023;295561,0671;36778,03901;36625,99303;36376;36506;337778,8253;344008,7436;399725,5137;426467,6778;146094,93;148520,575;54948;51503;61855;61846;40394;30189
21316;21294;22339;22415;21614;22711;16654;16514;62306;61830;67680;68611;27111;27499;27028;27098;30600;31063;30455;30545;41862;41777;225453;216407;19492021,2;20586902,96;295208,2212;297537,9145;30649,71809;33428,78202;36651;35412;350944,7966;338630,1472;400255,8441;421772,7203;146426,3711;149323,4185;55028;54057;63889;62775;43376;29208
22078;21580;22837;22902;22031;21559;17115;17366;62339;62286;67807;66502;28083;28498;26821;27335;30183;30282;30552;30224;42838;41231;218152;220031;20011612,38;20472398,5;286755,5292;285838,014;35283,64838;29510,08265;35813;35403;338608,4104;344324,4574;397527,282;419036,6642;145310,282;147049,1713;52553;52736;64642;61937;43393;28425
21769;21484;22428;22758;21330;21917;16577;16949;63167;64065;70220;66568;26999;27231;26626;26971;30574;30732;31401;30366;42058;43801;236663;237418;19722662,91;20241441,65;283567,8638;298210,6066;26792,53191;29390,3036;35578;35853;344245,0778;341703,123;406996,1654;425540,4274;146115,1325;146671,1043;49583;56750;60756;60275;43366;29038
24391;21723;23356;22079;21811;22556;16924;16839;62716;64203;68617;67743;27222;28716;26870;27215;29764;30400;31328;30848;42768;42101;219316;219290;20494587,05;19942102,42;284839,5745;291592,3806;31278,57671;30403,20932;35557;35400;349395,8493;341675,4393;403833,2854;426871,7815;145361,6449;149268,303;54185;54747;61491;61483;42207;29633
21445;21453;22290;22368;22078;22265;17057;17272;62631;62350;68016;69231;27280;28282;27442;26743;29932;30599;31351;30338;40778;42929;231898;232931;19674355,86;20123892,84;280571,7048;291566,7206;30756,25014;30541,71411;35824;35398;340945,3619;337406,0413;405135,2158;438525,5403;147991,1078;147349,5268;47660;49288;62016;62284;42389;29952
22214;22557;22179;22299;21760;21609;16773;16774;62798;63776;65309;68558;27292;27680;26441;26565;31821;30207;31632;30868;41699;43105;237820;218696;20595650,48;20698693,39;285646,3054;290884,4626;31575,01141;32241,00454;36470;35927;343618,2637;347281,8436;401948,0212;416123,6444;145004,7649;147116,5034;58349;50674;63258;61426;40248;28626
22731;22673;23297;22237;22508;22132;16882;16728;63141;62572;69544;66993;27478;28640;26935;26665;30217;30866;31392;29892;43351;43000;219202;224453;20370625,89;19886682,09;286253,384;285887,6767;30016,76653;33398,17412;37395;35473;337210,0895;344757,7893;400671,0385;422502,8517;145543,3599;148631,3013;59391;57482;60649;61696;40348;28709
21366;21953;22511;22631;21346;22071;16676;17057;63064;63956;68261;70752;26869;28397;26210;27097;30511;30363;30927;30481;41169;44326;230735;228365;20673710,83;20891685;280369,6331;291670,1421;32958,33245;28839,20237;36487;35599;332010,6188;342110,0323;400470,8906;418952,4807;145113,7789;147786,1153;51082;52753;62780;60566;40595;27328
22276;21438;22689;22521;22468;22246;16769;16817;62590;63898;65862;67087;27666;27466;26822;27228;29921;30893;30301;30777;42723;44573;220411;230718;20289696,29;20665654,31;288068,0791;286720,8607;31584,26266;28460,09386;36199;35718;358164,0055;352023,776;407275,4934;423010,9111;146467,8463;150137,2247;49534;58444;60953;60612;40221;28032
22124;21294;22388;23142;22540;22349;16438;16701;63818;61947;67070;67373;28418;28096;27462;26777;30373;30003;30422;31166;40949;42645;223252;221012;20677640,82;20399669,4;287487,8607;291495,7615;29458,0916;26734,06528;35731;35380;346848,8046;347316,3475;403351,6808;417932,2328;145963,0318;149689,6708;57572;51828;61476;60727;39590;29818
21390;21838;22985;22079;22721;22288;16818;16571;62547;62568;68942;67521;27321;27141;26913;27060;30640;29694;30924;31341;41523;42934;220346;221325;20458092,94;19743203,24;286901,109;290126,3373;26982,61149;29965,75614;35277;36119;342127,7727;339925,5251;397951,1265;420062,126;145634,5878;149189,3716;60662;50832;62421;63503;38588;27802
23084;21307;23571;22597;21615;22001;16904;16805;64501;62109;67933;67015;27131;27588;27311;26352;30230;31455;30433;30442;41797;43965;229115;230131;20349247,71;20153785,8;286856,1943;295298,9823;32487,1811;29198,16418;35384;35464;342270,1198;343514,3053;400747,1128;414218,9421;146585,6755;148159,5766;53661;54513;61411;61672;42736;28345
21635;21545;22266;22365;22178;22913;16593;16624;61771;63193;68231;66576;27218;27904;27605;27606;29556;30451;30970;30232;43172;43921;216793;223889;20315645,78;19946306,98;281660,4995;292471,9087;36879,11732;29046,11828;35268;35829;337922,784;340511,8756;402366,8628;427802,3737;146578,3365;150933,1187;52108;56573;64138;59972;44142;28574
22340;21937;22567;23528;22942;22536;16975;16968;61737;63337;68277;67836;27755;27094;26637;26521;30510;30415;31515;31155;42452;42464;228448;234025;20025660,61;19655585,23;287807,2338;285803,6019;35107,89407;28225,73361;36216;35189;349422,3079;342472,5731;402480,4537;414689,936;144240,7107;155778,6292;49927;53275;63203;61774;41172;28006
21882;21311;22431;22829;21684;21629;16629;16883;63121;61386;67626;69750;27012;27739;26616;26458;30163;30464;31024;30244;41154;42951;231883;239817;19260559,78;20099696,9;282241,445;283438,3344;32150,54359;34229,54973;36889;36550;357688,9281;336286,1814;402241,2648;427918,7816;146695,9703;148480,8149;55827;52419;63484;60618;42344;29595
21716;22250;22931;22592;22497;22400;16664;16888;63141;64368;67424;68822;27869;27826;26564;26844;30156;30542;30661;30741;42381;43532;224047;219417;20072172,4;20011565,49;290479,8343;288375,451;39517,60556;29868,60017;36882;35923;339590,2196;341572,3506;401195,25;411920,6757;145516,7494;147627,8862;56050;52909;61479;61566;42333;28573
22660;21724;22764;22871;21869;21630;16457;16794;62785;63226;67033;68800;27024;27885;27375;26566;30141;30289;30972;31315;41377;43669;218692;223668;20253824,46;20089302,19;282439,1231;287190,3854;30347,1912;23918,7596;35637;35973;349438,0143;348070,8722;409611,3532;412591,463;146453,498;146605,0819;54753;52387;64753;60280;41046;28706
22572;21942;22553;22079;22029;21674;17187;16653;62496;62681;65903;68338;27834;27995;27553;26874;30222;31012;29766;31885;42252;42688;220829;219709;20712081,17;20479612,91;287484,922;284550,7858;29968,27599;30858,74754;35539;35544;340607,6686;341129,6085;405010,8159;426413,7628;145808,0866;147214,6702;50357;46373;62181;60608;42353;29399
23292;22351;22854;23004;22502;21636;16413;16742;62347;62632;68956;66459;27255;27381;26825;26822;30831;30259;31164;30155;41860;42360;219487;240281;20122201,82;19803069,17;283159,4085;283810,6881;34311,93733;26579,83848;35498;35631;334228,4315;338995,3184;400777,8426;436761,8733;146356,4264;151050,6409;57200;52071;63394;61300;41879;28655
21454;22541;23445;23087;21961;22004;16851;16658;63943;63975;65589;67963;27453;28184;27061;27028;30805;30717;30802;30124;41024;46454;233003;239900;19863829,57;19852013,45;281014,3158;285095,4237;30591,40537;29232,61302;35453;35874;342994,1138;345903,284;398878,0633;422850,4141;146965,5511;147885,0376;51880;54501;64377;60672;39987;31624
22900;23554;22701;22555;21484;21956;16596;17774;62777;62881;70228;66430;27672;27872;26289;28090;30786;30230;30703;30863;41922;42329;212136;221891;19755724,34;19690579,67;282274,7347;295944,554;34678,91748;28436,17894;35903;35690;344169,0658;339790,6248;398313,0703;419985,1599;145349,5266;147153,4059;62478;53938;60788;61193;39238;28571
22385;21801;23514;22655;21803;21693;16708;16607;64171;63752;66169;68688;28594;28731;26619;27408;30934;30763;30672;31232;41486;43512;230408;227709;19501793,91;19833165,51;281470,7978;289664,2302;32634,161;32130,87416;36746;36307;334147,8745;337646,8054;407937,6165;422988,2145;147833,6612;146738,3701;52300;52713;63388;61052;42628;28956
22353;21777;23537;22709;21821;22460;16317;16622;62815;63800;66182;70129;27226;27276;26519;26793;30764;31465;31109;31198;41694;42440;230102;230767;19975698,15;20164271,09;293118,1969;302113,2976;32192,85364;28234,76604;37392;35767;348315,0039;339080,852;400128,4589;406814,3041;147085,6993;146131,0624;51119;54445;62832;60741;43812;29013
22551;21333;22522;23107;22599;22216;16808;16654;63058;64451;68186;66528;27830;27752;27288;27224;30567;30442;31319;30269;43076;43360;227937;223500;19470774,84;19272337,78;288855,2547;291445,8059;31353,31285;30911,28032;38260;35547;343073,1105;344389,1806;402229,9667;429920,8284;145369,586;148655,0371;51090;54175;63815;60446;41477;29421
23302;23087;22822;22297;21696;22439;16868;16387;64697;63195;66586;68057;27340;27172;26878;26967;29833;31167;31361;30346;42319;44795;225335;229415;19826297,05;20202519,01;285760,3757;282980,0987;26746,1516;31881,94311;36019;35387;361133,5663;331300,2338;399808,8123;418462,1398;145980,3838;145650,0399;62578;50331;61467;60827;42478;30187
