100aC;100aS;100eC;100eS;100dC;100dS;120C;120S;130C;130S;150aC;150aS;150bC;150bS;150cC;150cS;200aC;200aS;200bC;200bS;202C;202S;535aC;535aS;1000C;1000S;1323C;1323S;1400C;1400S;1748C;1748S;1889C;1889S;2392C;2392S;3038C;3038S;3795C;3795S;5934C;5934S;7397C;7397S
23212;21964;22679;23156;22482;21618;16446;16747;64769;62941;68479;66719;27639;27889;26984;26436;31049;30334;30594;30263;41355;44315;223263;227019;20207004,07;20035141,74;289983,334;285297,9918;29435,88115;26469,48411;34990;35311;345563,9729;345869,7664;407624,4409;436216,9328;144954,9118;151509,7242;55711;53886;61132;60597;41118;28779
22454;21285;22909;22568;22083;22760;17123;16673;65101;63826;67946;68097;28389;27596;27144;26919;31227;30047;30829;31270;42105;43330;219172;230635;19563037,76;20147629,21;285097,4803;287774,6948;33922,09423;31037,61338;35927;35765;341563,9476;336526,2291;401698,7729;412796,3371;145518,8799;150400,4699;49991;58858;63024;61675;42979;27895
22525;21867;22742;23002;21866;21644;16839;16763;63519;63238;68882;67297;27864;28273;26977;26602;31064;30101;30560;30256;40770;44113;230220;239033;20096164,37;19450152,05;291623,0577;291849,1388;35981,19382;30049,52895;35563;35201;340461,9607;347017,7014;405586,2857;416148,1445;144937,8796;146525,9922;55571;53700;61449;59965;43010;28985
22180;21407;22345;23012;21922;21698;16774;16863;62707;64061;67125;65845;27780;26895;27075;26616;31290;30249;30306;30542;42275;42687;226485;229395;20654255,08;20848523,83;287083,4628;293994,9575;33692,90502;26760,03303;35628;35573;339747,7331;351132,0864;401078,2482;412200,3551;146367,0075;148997,0771;57605;53172;61788;60545;44247;28210
22188;21551;22380;22710;22391;21508;16757;16701;62824;65195;67407;66346;27516;28114;27312;27328;30159;30030;30387;30719;40713;42401;220991;236594;19825194,99;20394696,09;289578,0797;288447,5881;33004,72414;26820,3311;34961;35231;337257,8574;350442,967;400199,2541;437202,1385;144574,4845;145938,9823;51541;52169;61056;60878;39368;29132
22309;21698;22894;22519;21892;21684;17163;16906;62266;63835;69260;68931;26911;27604;26871;27100;30569;30387;30234;30766;41507;43208;239917;226380;19758278,62;20291346,63;285808,9944;296728,5352;29030,11635;30507,78515;36407;35790;354805,7432;342148,3678;401705,4066;421808,4079;145769,0711;152423,7764;56740;48605;61677;61504;39618;31067
22047;21880;22847;22488;21595;22605;16398;17336;62641;64041;68503;69216;27687;27703;26854;27220;29622;30363;30997;30242;42357;44398;224094;220512;20337766,82;19658569,37;285031,2044;283848,228;35084,58427;26087,27777;36587;36673;343976,4775;342035,3037;403474,2149;428341,6294;146092,7672;150533,0928;49474;62122;61659;61524;41280;27184
22035;23389;22835;23202;21961;21745;16721;16652;64353;62354;68784;67159;27737;27393;27102;26866;30491;31039;30330;31270;41823;43199;231792;228302;20559261,59;20718040,57;297320,1702;292261,0867;33690,4541;29745,61281;36376;35760;347814,3974;349632,3947;402028,6176;428499,452;145623,9319;146040,4931;50557;56067;62763;60420;44230;29831
21659;21783;22680;22510;21642;21946;16958;16508;62807;61987;67548;69596;27275;28263;26991;28204;30696;29478;30038;30824;40858;42336;225990;230966;20743573,34;19744519,03;284113,1312;287142,2625;32336,78579;26955,28994;36524;35574;343061,3146;345168,0125;403107,77;420030,3564;146054,8257;147617,1921;58672;52244;61175;61330;38235;30211
22117;21454;22463;22896;21885;22194;16830;16579;64079;61553;69034;68613;27150;27183;26775;26796;30322;30465;30432;30636;42166;43645;229062;224460;20337086,76;20571874,71;287851,2793;283264,9411;29047,97775;26783,10914;35880;35360;343185,2648;332084,4227;402002,9062;418398,7309;146005,0524;150354,7143;58482;47243;62834;61277;42329;29073
21601;22295;23305;22954;21531;22560;16696;16952;62734;61959;66557;67983;27261;27760;27004;27057;29949;30922;30347;31763;41575;41169;221020;226826;19576572,92;19584170,64;288782,7068;296732,2604;32687,48344;27315,49471;36100;35527;355418,5008;339582,9091;402177,3968;432611,7561;146527,9239;149312,611;57179;53455;62077;61236;39299;27667
21391;22160;22136;22947;22493;21851;16682;17101;62971;62422;66697;68017;27985;27258;26237;26861;29966;30622;30865;30243;41586;42222;219298;230802;19870761,29;20180513,55;286780,7357;285714,0839;26985,69175;29420,85116;35964;35402;341082,3703;340220,4434;400098,2599;428390,6422;145851,8779;148742,552;61539;54894;61354;60577;43732;31124
21384;21537;22390;22376;21806;22446;16852;16701;63006;63701;67245;66948;27430;27171;26942;26597;30526;31047;30463;30475;42546;42729;248031;238583;20385481,35;19753203,5;287054,9239;290288,0514;34505,56222;30905,67787;36989;35363;342272,8816;339215,1758;400065,8177;419481,0987;145926,9313;147117,8435;56259;54037;60332;61864;39883;27801
22053;21643;23733;22132;23365;22948;16898;16806;63080;64212;66929;68975;27648;28595;26476;27096;30479;29937;30443;31530;41789;43649;224115;234262;20437653,7;19392442,46;288440,24;279328,3881;30696,46252;28925,05291;35433;35501;340994,5247;343858,0758;399060,249;434604,0794;145271,8185;150543,8331;56765;50281;61306;60902;42972;28365
21285;22721;23077;22962;21732;21697;16724;16812;63330;62369;66997;69120;27774;27573;26412;26311;30547;30470;30588;30948;41911;43189;230840;230707;19633317,89;20556371,79;285377,0686;286532,8153;32952,19397;28574,20505;38263;35368;343772,833;342541,6875;406756,6457;430950,5844;144872,5079;146553,9807;54247;52489;60850;61257;39913;27472
21378;22096;22402;23285;22327;22666;16493;17506;62180;63449;66640;68438;26828;27658;27168;26478;30130;30614;30406;30767;41394;44506;240437;217742;19783327,75;20252601,27;285789,7667;283887,5035;32398,08339;26074,34346;36126;35690;342308,0791;338948,1029;403462,8744;433601,5502;145774,9291;150861,9652;52646;57293;62123;59722;43476;29128
22473;22616;22417;22712;21983;22641;16589;16707;64565;63310;66595;67427;27988;27847;26719;26988;29982;30399;31565;30789;41280;43110;219619;221378;21647977,75;19511622,28;287707,0745;290830,476;34599,01742;33720,80906;35034;35443;350350,7475;346968,8973;402008,1566;423206,1399;145445,655;145994,506;50419;51144;62865;61702;42456;27553
22048;22017;23066;22454;21521;22525;17301;16992;62032;62803;67059;68702;26793;27708;26977;27005;30361;31065;30478;30925;41564;43781;232381;221423;19671612,17;20154036,71;284620,2091;287635,4507;30825,34661;33171,57911;35460;35042;340813,1659;356386,7846;405804,4068;434997,2862;144793,4226;148457,0112;59421;51401;63759;60502;41410;30110
22202;23133;23107;23446;22458;23031;16393;16808;63029;64605;66509;66616;27752;26883;27659;27091;30399;30318;30999;30398;42082;43832;247982;218451;19884797,65;20401084,21;285190,0297;290145,3232;27582,04568;29235,67029;36649;35238;345175,2145;346217,9936;403887,8498;429089,8752;144941,1833;148965,9877;52305;52416;62391;61394;41038;32179
22329;21832;23155;22412;21679;21955;17064;16496;62555;66311;67407;66654;27805;27466;26392;26995;30253;30552;31458;30832;41810;43860;241614;230995;20035295,56;20341940,81;281459,2882;287906,0562;25248,63415;22729,24052;36343;35392;334478,8836;344824,6512;399754,1844;428575,1438;146253,7445;149892,0822;53299;51014;61152;61200;42894;30205
21733;22180;23187;22771;21692;21618;16969;16934;62785;65196;69855;66969;27546;27381;27043;26260;30531;29860;31113;30624;42149;42684;219770;225210;20728484,14;19722323,91;294804,6824;288369,074;36931,01023;26794,5083;36080;35291;339262,7139;345115,084;399978,1563;418023,4663;144405,6499;149975,839;52760;53486;61191;61304;42179;27003
21480;22059;22678;23052;21916;21646;17081;16658;61834;62703;67985;70285;27273;27219;26882;27266;30946;30733;30787;30773;41977;43637;225179;226261;20045808,68;19961549,21;284928,3135;293791,9815;36565,93584;25940,72098;36740;35266;336094,6709;344524,3356;400254,5072;426155,6748;147517,1104;151364,0728;55068;54385;61522;60212;39607;26876
21930;22292;22511;22271;21934;22570;16782;17210;61961;63099;67640;67212;27682;27402;26652;26422;30201;30430;29889;31004;41437;42523;217559;221170;20817484,27;19894403,23;288345,0369;287142,3464;33294,46667;28983,82813;35695;35441;351975,2799;344617,9304;403827,7929;418940,9838;145590,0677;147360,0828;52635;50441;63039;60845;40550;29596
21366;22615;23059;22385;21993;22196;16758;16718;63891;62318;70188;69575;27831;28138;27068;26946;30628;30728;31436;31036;41047;43855;226457;223895;20452505,5;19381240,04;283350,0084;288533,2969;33312,94746;26133,88469;36898;36168;335100,6712;351474,6032;403678,3287;426062,1079;146023,2461;148230,3467;53705;54314;61924;60836;41299;27700
22787;23579;22864;22638;21997;22432;16555;16588;63265;65133;67322;66450;27044;27923;26895;26327;30428;30505;30477;30836;44804;45661;215608;218216;19595190,56;19608431,27;285910,4017;286197,1646;28837,79476;28415,94493;35235;36011;350287,3787;341837,7823;401125,4505;411892,0469;145642,1357;152998,0151;49300;54732;61277;61628;42027;28379
22335;21381;22681;23340;22227;22931;17050;16922;62158;65576;68521;66594;27840;27861;26344;26636;30925;30307;30427;30022;40964;44149;222791;231850;19843630,19;19899739,24;286692,0467;283539,3781;29158,59869;30266,16829;37979;35425;343023,3443;359796,3766;403889,5185;427266,1041;146203,1783;147819,4964;49264;49371;62596;61654;40899;31116
22554;21678;22431;22279;21436;22332;16594;16587;62244;63027;66414;67237;27811;27760;27288;26985;30301;31022;29952;30629;41530;42657;237529;220815;20546975,59;19697824,08;284772,0173;297169,2401;31625,46568;30269,77212;36624;35534;341008,914;340480,09;405288,0334;420981,0991;146165,8509;150806,2033;46957;48740;61493;62929;42414;28367
22217;21482;22785;22690;22561;23586;16799;17227;63122;64466;69169;68041;27182;27720;26526;26455;30466;30631;30064;30859;41061;43158;218947;231889;19771687,99;19856613;287599,0485;286471,3909;36985,3136;33123,96848;35801;36389;341613,2726;341109,0555;401593,3977;418874,6813;146567,8049;146595,292;59504;52850;62592;61709;40382;28117
22067;21513;22933;22402;21681;22539;16380;16955;64018;64027;66699;67676;27421;27610;26398;27208;30632;30530;31734;31192;41685;43340;227541;221891;20121892,95;20506889,76;283602,8546;285027,0706;31277,5638;29635,51002;35856;35163;355120,8602;336215,8909;400075,5064;419003,9874;146241,5806;148069,7331;55144;57112;61641;59868;42731;28808
21471;21673;22693;22125;22724;21629;16494;16912;63087;66322;67716;66609;27888;27237;26753;26523;30600;30330;30697;30915;40997;44685;213097;240955;19890957,33;20561722,96;285703,3346;286936,3506;30556,39501;31920,82934;36275;35707;345091,9196;339661,5282;400981,2647;407621,6581;144948,9507;149033,7748;48864;53772;62414;60656;42589;28099
21936;23413;22234;22249;22167;21517;16823;17844;65547;64024;67661;67302;27663;27904;26782;27534;30465;29978;30917;31304;41940;44967;235329;230851;19590091,71;20547706,44;284826,339;289967,3507;30416,10349;35966,86756;36672;35615;335933,7044;335418,4267;401133,196;413034,5318;146106,7732;150122,6045;56796;50693;62216;60743;40879;28704
22385;23441;23205;22470;21791;22087;16765;16536;62320;62694;69613;67585;27089;27622;26953;26303;31011;31008;31126;31562;41179;42154;227197;226604;20246327,63;20300688,97;282989,1277;284668,6818;28399,36428;31673,79559;36470;37198;343759,871;342248,2975;400578,5885;416397,7432;145971,5927;148257,1632;56376;57692;62017;61129;40488;29076
21925;21768;22681;22706;21701;22618;16693;16766;65205;62406;66948;68204;28328;27463;27506;27204;30402;30593;31091;31036;42733;42553;224766;227861;19964967,16;19985566,41;279207,2697;298390,926;30879,14819;31368,90001;35660;35311;353923,3448;341715,6365;405259,8278;404554,5468;145885,4035;151553,5006;46805;55744;62538;61173;44810;28242
22026;21506;22337;22559;21481;22318;16662;16923;62228;63370;68283;66741;28191;28092;26680;26477;30832;29998;30692;30192;42212;42072;229247;215950;19629959,66;20670782,83;286287,9694;283280,0745;34124,65899;30769,45308;36438;35714;348644,4938;347421,1487;404079,6359;413974,0719;146304,8377;147569,2313;62573;58950;64101;62060;40929;31126
22544;21804;24058;22989;21799;22042;16786;16912;61905;64111;65664;69263;27933;27231;26725;27067;29809;30557;30575;31034;41055;44519;213893;221897;19602379,81;19870659,11;280836,977;284894,8598;37501,89361;42911,39624;35440;34967;342177,5405;343531,7584;401452,3895;426945,0604;146431,5124;146905,3218;53327;57035;61148;62209;43530;28760
22385;21984;22734;22728;21310;21576;17158;16827;62669;63868;66308;66493;28236;27733;26717;26699;30382;31102;31148;30409;41080;42163;248271;221532;19308591,48;20994653,13;278474,1622;289206,7829;31828,59688;32608,54157;35618;35401;340136,052;339234,1726;401147,3409;433648,6652;145459,7298;147835,4726;56734;53665;61825;61451;40411;29236
21660;22231;22826;23112;21481;21823;16977;16996;62650;62479;67260;66781;27195;27245;26486;26436;30095;30871;30418;31101;42816;45486;216150;234485;20105242,96;20155993,2;286345,3909;288352,8668;30702,41233;26761,06601;35627;35488;351895,4382;343681,5081;401121,2392;414181,5041;144896,4273;150435,1687;53993;53165;62831;59961;40259;27339
21669;21922;22772;23116;21950;22358;16940;17184;63209;63493;68002;67096;27738;27207;27518;27087;30912;30333;30189;30859;41543;42289;232345;224302;19659523,66;19501064;284906,7425;295547,2814;34109,3517;32975,17103;36090;35129;346386,0095;342405,5196;405478,6017;407595,4161;145604,4998;148477,5119;52343;50989;63293;62551;40051;30561
22277;22075;22690;23601;22414;22262;16924;16629;61735;61964;67662;66174;26814;27243;26827;27267;30582;30589;30633;30485;42737;42994;217587;229214;19613709,03;20907093;283541,5486;281770,5067;31212,25156;30478,40236;35493;35412;340154,4411;337086,8813;408065,408;435312,6819;146879,3744;146148,853;55345;55304;64188;60142;38824;27889
22730;22884;22931;22508;21959;21576;16539;16639;62718;63868;67001;67431;27800;27651;26798;27421;30372;30076;30969;30035;41028;41073;224172;226050;20177066,64;20739513,64;282014,083;283287,5322;35304,85765;26095,94108;35415;36115;338035,4619;336666,7289;399789,6554;422644,785;145393,7323;147653,3114;57645;53538;62198;61933;42485;29740
21390;23250;23004;22313;22614;21580;16550;17431;62682;62059;68189;67906;27777;27932;27439;26667;30511;31432;31248;30852;41408;43540;222243;224398;19600235,47;20500852,91;288899,67;284800,8181;32038,21168;31739,27502;36545;35158;349262,5397;336252,3996;402320,9605;403637,427;145421,523;146105,5634;52551;49980;62596;60358;40033;29001
22041;21879;22409;22380;22567;22450;17497;16550;64667;62738;65876;68019;27058;26983;26720;27246;30743;30086;30467;30118;41695;44400;226142;231787;20213989,36;20132225,15;283987,9686;289560,8809;31669,40031;31072,18384;35584;36084;339051,2307;339035,5567;398754,0899;419347,8498;145254,9548;152402,416;54334;48207;61326;62576;39297;30550
22799;21836;22804;22804;22043;22355;16679;17172;63886;62480;67658;67801;29627;28006;27786;26920;29845;30647;31248;30615;41824;45636;225707;221502;20025729,21;19973582,8;287505,8113;287332,282;35017,38726;30617,87161;36855;36023;345270,388;341300,0329;399946,5039;435765,9219;146276,2225;147449,4999;50349;58387;60616;61051;42920;29648
23245;21984;22800;22996;23101;21774;16668;17045;65446;63748;67681;68844;27403;27774;26339;26897;30252;30931;30294;31121;41381;45053;225784;239872;20560258,47;20415940,8;288547,2201;293633,3428;37533,02377;27940,35449;35342;35214;342330,9534;334703,4017;400903,0386;409141,2028;145349,0437;150105,9806;49933;46417;62315;60759;39294;28650
21904;21792;22705;22557;21411;21701;17075;17056;62761;63584;69396;67730;27329;27269;27061;26630;31100;30229;31186;30998;43306;42909;217414;227398;19647407,42;21118737,45;288235,1913;284652,9074;32026,03771;28921,22261;36832;35511;347544,2937;338568,3434;399198,7308;410414,6046;145778,0022;147139,7422;53332;55291;61900;61364;41217;28171
21381;22257;22882;22725;21775;22797;16959;17108;62277;64478;67279;66877;28376;28228;27463;26827;30052;30321;29939;31057;41249;42405;236227;217884;20141923,45;20247857,68;289095,9844;286290,2378;28964,70985;32081,20142;35605;35125;354618,5704;341384,0999;399603,0032;432432,5892;145642,0461;149108,8909;51798;55458;63040;61175;44945;28442
21706;22504;22461;22445;22289;22215;16761;16560;63022;62376;67122;67327;27409;27322;26775;27224;30072;30882;30517;31010;41399;43818;237169;226959;20666343,21;19889062,5;282235,7765;282686,903;33025,90868;28114,46422;37141;35393;339798,2128;340321,4124;406370,2245;434367,5345;145720,5264;149629,3285;50223;53006;61084;61940;40150;28056
22066;22423;22993;22611;21930;22828;16657;16925;63601;63207;66584;67411;27553;27156;26893;27207;31200;30486;30380;30876;41577;43789;220491;232647;19638996,62;21215506,45;290504,3647;294661,855;29635,71318;26587,4165;35362;35937;339301,6395;348539,8091;404754,2063;418381,055;146127,7283;147560,0013;57421;53298;63026;60664;41124;30497
21634;21673;22939;22885;22021;22124;17457;16860;64131;64530;67596;68601;27065;27482;27233;27548;30703;29967;30486;30211;42489;42987;223848;219682;19357339,14;19965021,61;281190,7595;290529,2911;30556,57661;27169,26373;36311;35515;342470,0614;344483,178;399844,0742;439898,4323;145827,8443;150195,0088;52670;57165;62383;61711;39166;29423
22272;22371;22356;22710;21997;21576;16735;16588;62361;62701;68478;67949;27818;27451;27126;27153;30477;30869;30439;30261;42364;43396;237351;222739;20011861,28;19574997,87;285855,2943;290006,7896;26214,53799;27831,94725;36575;36428;336188,8726;340906,7294;402123,4199;416742,4457;144749,8978;148301,9879;56059;58098;63931;61867;42548;27983
21554;22381;22509;22682;22145;21870;16643;18024;62897;64533;65751;66021;28173;27292;26404;26580;30113;30260;30887;31014;42624;44494;213566;229412;19479644,93;19662276,64;285382,9521;291270,5889;35799,60593;30034,14012;35619;35409;353524,2175;340208,6686;399009,4567;425726,3284;146507,9347;146701,6295;56711;54721;62629;61084;42583;30158
22422;22334;23160;22268;21800;23609;16538;16424;62760;64604;66710;68392;27373;27229;26914;27061;31253;29869;31017;31000;41416;45096;218300;229479;20524963,72;20524566,19;285350,242;286305,0779;26977,12247;28475,71101;35760;35551;346328,5262;353830,8121;402905,6755;430382,7696;145328,5018;147292,2768;52708;58403;61964;60283;42309;29330
